X,Y,Unique Squirrel ID,Shift,Date,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
40.7823262369,-73.9649658099,22F-PM-1014-03,PM,10142018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False
40.7930365940,-73.9619417433,33B-PM-1010-12,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
40.7927644595,-73.9532965952,36I-AM-1017-03,AM,10172018,Adult,Gray,Ground Plane,,True,False,False,True,True,,False,False,False,False,False,False,True,False
40.7658376729,-73.9725157534,2I-PM-1006-02,PM,10062018,Adult,Gray,Ground Plane,,True,False,False,True,True,,False,False,False,False,False,False,True,False
40.7742856696,-73.9687476703,12G-AM-1012-01,AM,10122018,Adult,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
40.7872554701,-73.9675023139,25A-PM-1007-01,PM,10072018,Adult,Cinnamon,Above Ground,tree,False,False,True,False,False,,False,False,False,False,False,False,False,False
40.7733303854,-73.9745040518,9C-PM-1006-06,PM,10062018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7709428873,-73.9772635911,6B-PM-1017-03,PM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
40.7741018274,-73.9730115688,10D-AM-1008-05,AM,10082018,Juvenile,Gray,Above Ground,,False,False,True,True,False,,False,False,False,False,False,False,False,False
40.7782157736,-73.9730111650,14B-PM-1014-05,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
40.7685732370,-73.9790010565,2C-PM-1013-09,PM,10132018,Adult,,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,False
40.7996897499,-73.9582523503,41A-PM-1007-05,PM,10072018,Adult,Gray,Ground Plane,,True,False,True,False,False,,False,False,False,False,False,False,False,True
40.7759229214,-73.9706641771,13E-AM-1017-12,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
40.7770429650,-73.9693457544,15E-AM-1013-02,AM,10132018,Adult,Gray,Above Ground,,True,False,True,False,False,,False,False,False,False,False,True,False,False
40.7678702158,-73.9808542286,1B-AM-1012-17,AM,10122018,Adult,Gray,Ground Plane,,False,False,True,True,True,,False,False,False,False,False,False,True,False
40.7920963447,-73.9529413156,36I-PM-1007-06,PM,10072018,Adult,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
40.7773070675,-73.9682144039,15F-AM-1007-08,AM,10072018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7727742948,-73.9743342304,8D-AM-1007-08,AM,10072018,Adult,Gray,Above Ground,,False,False,False,False,False,communicating from tree,False,False,False,False,False,False,False,False
40.7995008636,-73.9584942126,41A-AM-1013-01,AM,10132018,Adult,Gray,Ground Plane,,True,False,False,False,False,ran across a path,False,False,False,False,False,False,True,False
40.7700677022,-73.9697983726,8I-PM-1013-09,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7814068508,-73.9697196620,19B-AM-1019-01,AM,10192018,Juvenile,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,True,True
40.7780777016,-73.9706851546,15D-PM-1017-04,PM,10172018,Adult,Cinnamon,Above Ground,on fence,True,False,False,False,False,,False,False,False,False,False,False,True,False
40.7763348062,-73.9704757555,13E-AM-1017-02,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,begging (came one yard away from me and stood there),False,False,False,False,False,True,False,False
40.7682059908,-73.9777259022,3D-PM-1010-10,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
40.7785535371,-73.9716881839,15C-PM-1017-02,PM,10172018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
40.7922155083,-73.9633250637,32A-PM-1013-09,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7764595360,-73.9674181147,15G-AM-1008-05,AM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7724277276,-73.9771695272,7B-AM-1008-03,AM,10082018,Adult,Gray,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,True,False
40.7773012643,-73.9699675161,15E-PM-1008-07,PM,10082018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
40.7694125672,-73.9758959798,4D-PM-1008-01,PM,10082018,Adult,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
40.7954687648,-73.9607608483,36A-PM-1013-06,PM,10132018,,Gray,Ground Plane,EDGE OF WOODS,False,False,False,True,False,,False,False,False,False,False,False,True,False
40.7733043911,-73.9753283784,8C-PM-1013-02,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False
40.7721127748,-73.9785300510,6A-AM-1006-07,AM,10062018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,True,False,True,False
40.7979409855,-73.9540022445,41E-AM-1007-01,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7906686505,-73.9608757424,31D-AM-1014-06,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
40.7955965756,-73.9603620122,36B-AM-1013-02,AM,10132018,,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
40.7695575951,-73.9801902133,3A-AM-1012-03,AM,10122018,Juvenile,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,True
40.7926045823,-73.9590776681,34D-AM-1008-02,AM,10082018,Adult,Black,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7992598626,-73.9576559099,41B-AM-1010-09,AM,10102018,Adult,Gray,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,True,False
40.7956567934,-73.9545950583,39F-AM-1014-04,AM,10142018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7958337781,-73.9606344681,37B-PM-1013-04,PM,10132018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
40.7974468323,-73.9580105175,39C-PM-1006-03,PM,10062018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
40.7939505791,-73.9557263533,37F-PM-1014-02,PM,10142018,Juvenile,Gray,Ground Plane,LAWN,False,False,False,True,True,,False,False,False,False,False,False,True,False
40.7836929044,-73.9700247351,21A-AM-1019-08,AM,10192018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
40.7903823617,-73.9545101042,34I-PM-1010-03,PM,10102018,Adult,Gray,Ground Plane,in the playground.,True,False,False,False,True,with some nuts in the mouth,False,False,False,False,False,False,False,False
40.7786888942,-73.9711801123,16C-AM-1014-02,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False
40.7899599350,-73.9595645963,31E-PM-1006-03,PM,10062018,Adult,Gray,Ground Plane,under bushes,False,False,False,True,True,burying,False,False,False,False,False,False,True,False
40.7944502501,-73.9587712679,36D-PM-1007-02,PM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,True,False
40.7845942350,-73.9676206022,23B-PM-1012-01,PM,10122018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
40.7762518164,-73.9741846414,12B-PM-1018-01,PM,10182018,Adult,Gray,Ground Plane,Climbing up rocks,False,False,True,False,True,climbing (up rocks),False,False,False,False,False,False,False,True
40.7722457975,-73.9703914127,10G-PM-1017-01,PM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,False,standing,False,False,False,False,False,False,True,False
40.7771670550,-73.9707900567,14D-AM-1014-09,AM,10142018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
40.7671990131,-73.9750864154,3F-AM-1006-01,AM,10062018,Adult,Gray,Ground Plane,just to right when enter sanctuary,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7921125658,-73.9557172337,35G-PM-1006-01,PM,10062018,Adult,Black,Ground Plane,,True,False,True,False,False,,False,False,False,False,True,False,False,True
40.7706693835,-73.9691031095,9I-AM-1014-02,AM,10142018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
40.7945662186,-73.9615602806,35A-PM-1013-08,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,True
40.7976165435,-73.9598084795,39A-PM-1014-01,PM,10142018,Adult,Gray,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
40.7733138669,-73.9746933853,9C-PM-1006-05,PM,10062018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
40.7772566834,-73.9645147012,17I-AM-1014-04,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,True,False
40.7767916588,-73.9714089647,14D-AM-1014-12,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
40.7774792521,-73.9642379943,17I-PM-1017-01,PM,10172018,Juvenile,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
40.7978975856,-73.9582850206,39B-PM-1014-01,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
40.8000460061,-73.9582643954,42A-AM-1019-01,AM,10192018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
40.7668431485,-73.9771335416,2E-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
40.7763366309,-73.9692190295,14F-AM-1007-02,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7724543901,-73.9736165917,8D-AM-1007-04,AM,10072018,Adult,Gray,Above Ground,,False,True,False,False,False,chasing squirrel #3,False,False,False,False,False,False,False,False
40.7820439984,-73.9642288873,22F-AM-1007-06,AM,10072018,Adult,Cinnamon,Ground Plane,,False,False,True,True,False,,False,False,False,False,False,True,False,False
40.7923843044,-73.9528462779,36I-AM-1017-04,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7938786855,-73.9609704651,34B-AM-1013-03,AM,10132018,Adult,Cinnamon,Above Ground,,True,False,True,False,False,hopping,False,False,False,False,False,True,False,True
40.7921084225,-73.9534509628,36I-AM-1017-07,AM,10172018,Adult,Gray,Ground Plane,,False,True,False,False,True,"chasing (#8),scratching",True,False,False,False,True,False,True,False
40.7904332453,-73.9577113026,32G-PM-1013-02,PM,10132018,Juvenile,Black,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7689408831,-73.9808247660,2A-PM-1019-01,PM,10192018,Adult,Gray,Ground Plane,,False,False,False,False,False,runs from,False,False,False,True,False,False,False,True
40.7937602122,-73.9591667163,35D-PM-1013-07,PM,10132018,Juvenile,Gray,Above Ground,tree,False,False,True,False,False,,False,False,False,False,True,False,True,False
40.7713973982,-73.9714243547,8G-PM-1017-02,PM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7889383725,-73.9629383420,29C-AM-1007-02,AM,10072018,Adult,Black,Above Ground,,True,False,True,False,False,,False,True,False,False,False,False,False,True
40.7952339524,-73.9600964586,36B-PM-1013-02,PM,10132018,Adult,Gray,Ground Plane,,True,False,True,False,False,,False,False,False,False,True,True,False,True
40.7798470143,-73.9713519158,17B-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,True,False
40.7935203268,-73.9532873005,37H-PM-1006-04,PM,10062018,,,Above Ground,tree,False,False,True,False,False,,False,False,False,False,False,False,False,False
40.7905126359,-73.9626120417,30C-AM-1014-02,AM,10142018,Adult,Gray,Ground Plane,on a rock,True,False,False,False,True,,False,False,False,False,True,False,True,False
40.7689894344,-73.9764016031,4D-PM-1008-05,PM,10082018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7805191591,-73.9694856390,18C-PM-1018-05,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
40.7752481472,-73.9741621947,11C-PM-1018-01,PM,10182018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
40.7685845475,-73.9792091200,2B-PM-1013-06,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,True,False,False
40.7744032758,-73.9762257701,9A-AM-1013-08,AM,10132018,Adult,,,,False,False,False,False,False,,False,False,False,False,False,False,False,True
40.7706540699,-73.9738481772,7E-PM-1013-04,PM,10132018,Adult,Gray,Ground Plane,,True,False,False,True,True,,False,False,False,False,True,False,False,False
40.7936809905,-73.9629483375,33A-PM-1018-03,PM,10182018,Adult,Gray,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,False,True
40.7702335056,-73.9718720404,7G-PM-1018-04,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
40.7979302776,-73.9583738783,39B-PM-1014-02,PM,10142018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7910535597,-73.9551524422,34H-PM-1006-01,PM,10062018,Adult,Black,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
40.7724063459,-73.9770948563,7B-AM-1008-04,AM,10082018,Adult,Gray,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
40.7949568873,-73.9591957794,36C-PM-1013-01,PM,10132018,Adult,Gray,Ground Plane,Clearing near bike path (bikes active),False,True,False,True,True,,False,False,False,False,True,False,True,False
40.7770639341,-73.9700861859,14E-PM-1017-04,PM,10172018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
40.7874778720,-73.9672789574,26A-PM-1006-02,PM,10062018,Juvenile,Gray,Ground Plane,,False,False,False,False,False,not moving,False,False,False,False,False,False,False,False
40.7723589827,-73.9710547484,9F-PM-1014-03,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7668205977,-73.9757215416,2F-PM-1014-03,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
40.7715915415,-73.9735120882,8E-PM-1008-07,PM,10082018,Adult,Gray,Ground Plane,"5, 6, 7 all at same tree trunk base",False,True,True,False,False,,False,False,False,False,False,False,False,False
40.7936003940,-73.9565684578,36F-PM-1012-02,PM,10122018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7726586836,-73.9737872336,8D-PM-1007-01,PM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
40.7697559232,-73.9786805885,4B-PM-1018-02,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
40.7974368491,-73.9565533783,40D-PM-1013-02,PM,10132018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
40.7782808362,-73.9678937290,16E-PM-1018-01,PM,10182018,Juvenile,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,True,False
40.7666871743,-73.9750463845,2F-PM-1014-08,PM,10142018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
40.7769658303,-73.9696517827,14E-AM-1008-04,AM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7928207575,-73.9635028497,32A-PM-1013-05,PM,10132018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,False,True
40.7769569732,-73.9674177505,15G-PM-1019-03,PM,10192018,Juvenile,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
40.7723314319,-73.9681042613,11I-PM-1012-04,PM,10122018,Adult,Gray,Above Ground,,True,False,True,False,True,,False,False,False,False,False,False,False,False
40.7760256836,-73.9667755679,15H-PM-1008-02,PM,10082018,Adult,Gray,Above Ground,oak tree,False,True,True,False,False,,False,False,False,False,False,False,False,True
40.7909866851,-73.9613351649,31D-AM-1014-03,AM,10142018,,Gray,Ground Plane,Undergrowth,False,False,False,False,True,,False,False,False,False,False,False,False,True
40.7815619053,-73.9611368390,22I-AM-1007-02,AM,10072018,Adult,Gray,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False
40.7685576998,-73.9799311173,2B-AM-1010-03,AM,10102018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7786310947,-73.9675198231,17F-AM-1007-02,AM,10072018,Adult,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
40.7720833097,-73.9786898656,6A-AM-1006-08,AM,10062018,Adult,Gray,Ground Plane,,True,False,False,True,True,,False,False,False,False,True,False,True,False
40.7707438682,-73.9755055979,6D-AM-1008-02,AM,10082018,Juvenile,Gray,Above Ground,,False,False,False,False,False,,False,False,False,False,False,False,False,False
40.7694308959,-73.9734687538,6F-PM-1008-04,PM,10082018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
40.7941797320,-73.9542828053,37G-AM-1014-03,AM,10142018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
40.7679690700,-73.9792754037,2C-AM-1010-08,AM,10102018,Adult,Gray,Above Ground,stay on side of trunk,False,False,True,False,False,,False,False,False,False,False,False,False,False
40.7912472380,-73.9626527909,31B-AM-1017-03,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
40.7742131588,-73.9702228132,12F-PM-1007-12,PM,10072018,Adult,Gray,Above Ground,,False,False,False,False,True,going down tree,False,False,False,False,False,False,True,False
40.7820474909,-73.9691059070,20B-PM-1013-08,PM,10132018,Adult,Gray,Ground Plane,,True,False,False,False,False,being chased by dog,False,False,False,False,False,False,False,True
40.7703712931,-73.9719941577,7G-AM-1010-04,AM,10102018,Adult,Gray,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False
40.7921223557,-73.9531013360,36I-PM-1007-04,PM,10072018,Adult,Gray,Ground Plane,,False,True,False,False,True,,False,False,False,False,False,False,False,False
40.7754310240,-73.9757216124,11A-PM-1013-05,PM,10132018,Adult,Cinnamon,Ground Plane,,True,False,False,False,True,digging,False,False,False,False,True,False,False,False
40.7888022710,-73.9664120826,27A-AM-1008-01,AM,10082018,Adult,Gray,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,False,True
40.7907158879,-73.9580609921,32F-AM-1012-06,AM,10122018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
40.7841945751,-73.9594120574,26I-PM-1010-05,PM,10102018,Adult,Gray,Above Ground,tree,False,False,True,False,True,,False,False,False,False,False,False,True,False
40.7823552871,-73.9665705456,21D-PM-1008-05,PM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
40.7682477738,-73.9796383715,2B-AM-1010-07,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7705198722,-73.9697277998,8H-AM-1017-01,AM,10172018,Adult,Gray,Ground Plane,,False,True,False,True,True,,False,False,False,False,False,False,True,False
40.7938724279,-73.9580247119,36D-PM-1007-01,PM,10072018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
40.7975085873,-73.9514111329,42G-AM-1018-01,AM,10182018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,True
40.7674218955,-73.9760801742,3E-AM-1006-04,AM,10062018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
40.7741352081,-73.9770235090,9A-AM-1013-02,AM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7958187456,-73.9561887624,38E-AM-1010-04,AM,10102018,Adult,Gray,Ground Plane,,True,False,True,False,False,,False,False,False,True,False,False,False,True
40.7730853733,-73.9676514057,11H-AM-1010-01,AM,10102018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,True,False,False
40.7731753915,-73.9681093100,11H-PM-1013-01,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,False,nut in mouth,False,False,False,False,False,False,True,False
40.7905198502,-73.9637279712,30B-AM-1007-09,AM,10072018,Adult,Gray,Above Ground,,False,False,True,False,False,jumping b/w trees,False,False,False,False,False,False,False,False
40.7992458980,-73.9571233640,41B-PM-1014-04,PM,10142018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
40.7716763799,-73.9698959072,9H-AM-1006-05,AM,10062018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
40.7726685285,-73.9708002461,10F-PM-1019-10,PM,10192018,Adult,Gray,Ground Plane,Arbor path & hill w/ bushes,True,False,False,True,True,,False,False,False,False,True,False,True,False
40.7898062978,-73.9578924883,32G-AM-1010-02,AM,10102018,Adult,Gray,Above Ground,,False,False,True,True,False,,False,False,False,False,True,False,False,True
40.7938116361,-73.9591695546,35D-PM-1013-08,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7688839576,-73.9763116426,4D-PM-1008-03,PM,10082018,Adult,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
40.7834706441,-73.9596006939,25I-PM-1007-07,PM,10072018,Adult,Gray,Above Ground,playing very high in tree w/ #8,False,False,False,False,False,,False,False,False,False,False,False,False,False
40.7961108640,-73.9609885687,37A-PM-1013-01,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
40.7784370719,-73.9670429586,17F-AM-1007-05,AM,10072018,Juvenile,Cinnamon,Ground Plane,,True,False,False,True,False,,False,False,False,True,False,False,True,False
40.7737246780,-73.9738611258,10D-AM-1008-01,AM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,,True,False,False,False,True,False,False,True
40.7917723229,-73.9622030086,32B-AM-1017-01,AM,10172018,Adult,Gray,Above Ground,ran up a tree,True,False,False,False,True,,False,False,False,False,False,False,False,True
40.7718908027,-73.9785948414,6A-PM-1012-01,PM,10122018,Adult,Cinnamon,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,False,False
40.7765858763,-73.9718597157,13C-PM-1019-04,PM,10192018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
40.7926188606,-73.9616204570,33B-PM-1010-01,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7663906573,-73.9772053787,1E-PM-1007-02,PM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
40.7839216739,-73.9666195119,22C-PM-1006-10,PM,10062018,Adult,Gray,Above Ground,,False,False,True,False,False,,True,False,False,False,False,False,False,False
40.7858531619,-73.9684758245,24A-PM-1007-02,PM,10072018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
40.7713196034,-73.9706323459,9G-PM-1007-03,PM,10072018,Adult,Cinnamon,Ground Plane,,True,False,True,False,False,,False,False,False,False,False,False,True,False
40.7710409983,-73.9699451196,9H-PM-1018-02,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7690147874,-73.9761447791,4D-PM-1008-02,PM,10082018,Adult,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
40.7765899725,-73.9700879097,14E-PM-1017-05,PM,10172018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
40.7763095394,-73.9717920322,13D-AM-1014-10,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False
40.7961701875,-73.9533923918,40G-AM-1007-01,AM,10072018,Adult,Gray,Above Ground,large tree,False,False,True,True,False,,False,False,False,False,False,False,True,False
40.7738053862,-73.9773096719,8A-AM-1013-06,AM,10132018,Juvenile,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
40.7712709366,-73.9738817388,7E-AM-1006-01,AM,10062018,Adult,Gray,Ground Plane,under a tree,False,False,False,True,False,,False,False,False,False,False,False,False,False
40.7931112675,-73.9532838338,37H-AM-1018-01,AM,10182018,Adult,Gray,Ground Plane,Right behind fence of the conservatory,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7806896368,-73.9654093844,20F-PM-1007-09,PM,10072018,Adult,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,True,False,False
40.7651444188,-73.9736543791,1H-AM-1012-02,AM,10122018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
40.7899001700,-73.9568143871,32G-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7702106607,-73.9701596269,8H-PM-1014-09,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
40.7898140364,-73.9637415893,29B-AM-1007-01,AM,10072018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
40.7802971730,-73.9717918549,17B-PM-1012-01,PM,10122018,Adult,Gray,Above Ground,climbed a fence,True,False,False,False,True,,False,False,False,False,False,False,False,True
40.7757060731,-73.9699763668,13E-PM-1008-11,PM,10082018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
40.7925162926,-73.9547959270,36H-PM-1008-01,PM,10082018,Adult,Gray,Above Ground,,True,False,True,False,True,,True,True,False,False,False,False,True,False
40.7796704899,-73.9658443549,19F-AM-1007-03,AM,10072018,Juvenile,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
40.7956150744,-73.9606570616,36A-PM-1013-08,PM,10132018,,Gray,Ground Plane,"""FIELD""",True,False,False,False,False,running from #7,False,False,False,False,False,False,False,True
40.7954772171,-73.9581173731,37D-PM-1014-08,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
40.7908831111,-73.9586527722,32F-PM-1008-08,PM,10082018,Adult,Gray,Ground Plane,,True,True,False,False,True,,False,False,False,False,False,False,True,False
40.7912821697,-73.9613862251,32C-AM-1014-03,AM,10142018,Adult,Gray,Above Ground,,False,True,True,False,False,,False,False,False,False,False,False,False,False
40.7760646554,-73.9746133058,11B-PM-1014-04,PM,10142018,,Gray,Ground Plane,,False,False,False,False,True,jumping,False,False,False,False,False,False,False,False
40.7814944428,-73.9623922774,22H-PM-1007-04,PM,10072018,Adult,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
40.7660255393,-73.9731457103,2H-AM-1006-03,AM,10062018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
